user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EH_bin.6.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.46	11	0.86426	N/A
EH_bin.60.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio;s__	ANI	classification based on placement in class-level tree	GCA_009783025.1, s__Frigididesulfovibrio sp009783025, 95.0, 76.55, 0.078; GCA_002293605.1, s__Frigididesulfovibrio sp002293605, 95.0, 76.53, 0.085; GCF_000430005.1, s__Frigididesulfovibrio cuneatus, 95.0, 75.88, 0.018	88.24	11	0.92368	N/A
EH_bin.61.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__FLUQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__FLUQ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	61.75	11	0.93186	N/A
EH_bin.62.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__CALYQQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_945288535.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__CALYQQ01;s__CALYQQ01 sp945288535	76.59	0.053	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__CALYQQ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	77.66	11	0.95629	N/A
EH_bin.63.fa	d__Bacteria;p__Planctomycetota;c__SZUA-567;o__SZUA-567;f__SZUA-567;g__JAJBSZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__SZUA-567;o__SZUA-567;f__SZUA-567;g__JAJBSZ01;s__	ANI	classification based on placement in class-level tree	GCA_021203245.1, s__JAJBSZ01 sp021203245, 95.0, 79.13, 0.332; GCA_021205245.1, s__JAJBSZ01 sp021205245, 95.0, 78.35, 0.262; GCA_021201355.1, s__JAJBSZ01 sp021201355, 95.0, 78.31, 0.295; GCA_020860865.1, s__JAJBSZ01 sp020860865, 95.0, 78.1, 0.306; GCA_020861125.1, s__JAJBSZ01 sp020861125, 95.0, 77.78, 0.223	83.28	11	0.92404	N/A
EH_bin.64.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Apibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_004014855.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Apibacter;s__Apibacter raozihei	77.69	0.233	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Apibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001418685.1, s__Apibacter mensalis, 95.0, 77.34, 0.249; GCF_002964975.1, s__Apibacter adventoris, 95.0, 77.22, 0.279; GCA_945280365.1, s__Apibacter sp945280365, 95.0, 77.2, 0.261; GCF_011082725.1, s__Apibacter sp002964915, 95.0, 77.17, 0.268; GCF_007845635.1, s__Apibacter muscae, 95.0, 76.61, 0.172	98.35	11	0.95837	N/A
EH_bin.65.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__	ANI	classification based on placement in class-level tree	GCA_017531505.1, s__QANA01 sp017531505, 95.0, 77.1, 0.011; GCA_900554725.1, s__QANA01 sp900554725, 95.0, 76.91, 0.014; GCA_019420265.1, s__QANA01 sp019420265, 95.0, 76.31, 0.017; GCA_017439085.1, s__QANA01 sp017439085, 95.0, 75.91, 0.009; GCA_944347775.1, s__QANA01 sp944347775, 95.0, 75.87, 0.027; GCA_910588425.1, s__QANA01 sp910588425, 95.0, 75.73, 0.022; GCA_934555865.1, s__QANA01 sp934555865, 95.0, 75.44, 0.012; GCA_902782475.1, s__QANA01 sp902782475, 95.0, 75.15, 0.012; GCA_003149735.1, s__QANA01 sp003149735, 95.0, 75.02, 0.025	92.45	11	0.85725	N/A
EH_bin.67.fa	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium;s__	ANI	classification based on placement in class-level tree	GCA_009778325.1, s__Endomicrobium sp009778325, 95.0, 77.51, 0.214; GCA_009776745.1, s__Endomicrobium sp009776745, 95.0, 76.97, 0.198; GCF_001027545.1, s__Endomicrobium proavitum, 95.0, 76.69, 0.07; GCA_009782015.1, s__Endomicrobium sp009782015, 95.0, 76.67, 0.069; GCA_009778965.1, s__Endomicrobium sp009778965, 95.0, 76.32, 0.108; GCA_009781315.1, s__Endomicrobium sp009781315, 95.0, 76.02, 0.127	64.11	11	0.93188	N/A
EH_bin.68.fa	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.65	11	0.7378	N/A
EH_bin.69.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	GCF_000172175.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	98.64	0.866	GCF_000172175.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	98.64	0.866	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 96.36, 0.453; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.2143, 94.19, 0.772; GCF_902364365.1, s__Bacteroides sp900556215, 95.2143, 93.38, 0.755; GCF_020091405.1, s__Bacteroides sp900552405, 95.0, 89.08, 0.692; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 88.74, 0.626; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 88.57, 0.663; GCA_905207245.1, s__Bacteroides sp905207245, 95.0, 85.97, 0.609; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 85.41, 0.607; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 84.58, 0.675; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 83.73, 0.609; GCA_910585845.1, s__Bacteroides sp910585845, 95.0, 79.85, 0.454; GCA_910578895.1, s__Bacteroides sp910578895, 95.0, 79.82, 0.348; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 79.79, 0.433; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 79.75, 0.203; GCA_905197435.1, s__Bacteroides sp905197435, 95.0, 79.68, 0.373; GCA_023458215.1, s__Bacteroides sp023458215, 95.0, 79.49, 0.299; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 79.46, 0.309; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 79.4, 0.196; GCF_018390535.1, s__Bacteroides propionicigenes, 95.0, 79.39, 0.334; GCF_004793475.1, s__Bacteroides sp002491635, 95.0, 79.37, 0.322; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 79.33, 0.189; GCF_024623065.1, s__Bacteroides acidifaciens, 95.0, 79.31, 0.205; GCA_902388495.1, s__Bacteroides sp902388495, 95.0, 79.3, 0.337; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 79.28, 0.342; GCA_025147485.1, s__Bacteroides uniformis, 95.0, 79.22, 0.323; GCA_905215345.1, s__Bacteroides sp905215345, 95.0, 79.16, 0.314; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 79.12, 0.219; GCF_009193325.2, s__Bacteroides zhangwenhongii, 95.8579, 79.09, 0.187; GCF_900129655.1, s__Bacteroides clarus, 95.0, 79.05, 0.363; GCF_002222615.2, s__Bacteroides caccae, 95.0, 79.04, 0.22; GCF_900241005.1, s__Bacteroides cutis, 95.0, 79.04, 0.341; GCF_012113595.1, s__Bacteroides sp012113595, 95.0, 79.02, 0.203; GCA_945607605.1, s__Bacteroides sp945607605, 95.0, 78.98, 0.42; GCA_025146565.1, s__Bacteroides eggerthii, 95.0, 78.96, 0.324; GCF_014334015.1, s__Bacteroides intestinigallinarum, 95.0, 78.93, 0.189; GCA_902362375.1, s__Bacteroides sp902362375, 95.0, 78.91, 0.2; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 78.89, 0.187; GCA_025147325.1, s__Bacteroides stercoris, 95.0, 78.87, 0.319; GCF_000156195.1, s__Bacteroides finegoldii, 95.8579, 78.84, 0.198; GCA_905203765.1, s__Bacteroides sp905203765, 95.0, 78.83, 0.393; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 78.78, 0.184; GCA_021203515.1, s__Bacteroides sp021203515, 95.0, 78.77, 0.336; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 78.74, 0.306; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 78.73, 0.257; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.72, 0.193; GCA_910586915.1, s__Bacteroides sp910586915, 95.0, 78.7, 0.224; GCA_000613465.1, s__Bacteroides nordii, 95.0, 78.65, 0.182; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 78.54, 0.148; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 78.54, 0.207; GCF_900106755.1, s__Bacteroides faecis, 95.0, 78.53, 0.194; GCA_900555635.1, s__Bacteroides sp900555635, 95.0, 78.5, 0.264; GCA_014385165.1, s__Bacteroides sp014385165, 95.0, 78.48, 0.178; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 78.45, 0.176; GCF_003865075.1, s__Bacteroides faecalis, 95.0, 78.44, 0.154; GCA_900761785.1, s__Bacteroides sp900761785, 95.0, 78.41, 0.182; GCA_900547205.1, s__Bacteroides sp900547205, 95.0, 78.4, 0.198; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 78.4, 0.199; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 78.36, 0.183; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 78.36, 0.27; GCF_004342845.1, s__Bacteroides heparinolyticus, 95.0, 78.34, 0.257; GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 78.29, 0.18; GCF_019583405.1, s__Bacteroides fragilis_B, 95.0, 78.25, 0.199; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 78.15, 0.184; GCA_944322345.1, s__Bacteroides sp944322345, 95.0, 78.01, 0.143; GCA_934716785.1, s__Bacteroides sp934716785, 95.0, 77.92, 0.152; GCA_019412865.1, s__Bacteroides sp019412865, 95.0, 77.86, 0.116; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 77.84, 0.185; GCA_900766005.1, s__Bacteroides sp900766005, 95.0, 77.72, 0.169; GCF_014196225.1, s__Bacteroides pyogenes_A, 95.0, 77.72, 0.162; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 77.63, 0.155; GCF_000499785.1, s__Bacteroides neonati, 95.0, 77.57, 0.126; GCA_007896885.1, s__Bacteroides sp007896885, 95.0, 77.54, 0.17; GCA_900766195.1, s__Bacteroides sp900766195, 95.0, 77.49, 0.15; GCA_009929715.1, s__Bacteroides sp009929715, 95.0, 77.47, 0.118; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 77.47, 0.128; GCA_023426145.1, s__Bacteroides sp023426145, 95.0, 77.44, 0.146; GCA_022648295.1, s__Bacteroides sp022648295, 95.0, 77.44, 0.168; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 77.39, 0.119; GCA_017992695.1, s__Bacteroides sp017992695, 95.0, 77.36, 0.166; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 77.35, 0.102; GCA_019416685.1, s__Bacteroides sp900762525, 95.0, 77.29, 0.169	89.89	11	N/A	N/A
EH_bin.7.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012729855.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__JAAYCI01 sp012729855	77.96	0.249	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAAYCI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.06	11	0.90183	N/A
EH_bin.70.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_021203585.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__JAJQAW01 sp021203585	77.31	0.172	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JAJQAW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.01	11	0.95282	N/A
EH_bin.71.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudocitrobacter;s__Pseudocitrobacter faecalis	GCA_003315335.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudocitrobacter;s__Pseudocitrobacter faecalis	98.66	0.941	GCA_003315335.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudocitrobacter;s__Pseudocitrobacter faecalis	98.66	0.941	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pseudocitrobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_021172065.1, s__Pseudocitrobacter corydidari, 95.0, 92.42, 0.886; GCF_943590815.1, s__Pseudocitrobacter vendiensis, 95.0, 91.76, 0.88; GCA_913778145.1, s__Pseudocitrobacter sp913778145, 95.0, 91.3, 0.714	70.69	11	N/A	N/A
EH_bin.72.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__GCA-022846635;s__	N/A	N/A	N/A	N/A	N/A	GCF_022846635.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__GCA-022846635;s__GCA-022846635 sp022846635	82.93	0.799	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__GCA-022846635;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	44.89	11	0.99425	Genome has more than 12.5% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EH_bin.73.fa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_009779595.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__WRDZ01;g__WRDZ01;s__WRDZ01 sp009779595	75.73	0.014	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.16	11	0.60866	N/A
EH_bin.74.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	59.72	11	0.86708	N/A
EH_bin.75.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	46.2	11	0.90212	N/A
EH_bin.8.fa	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_002356455.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium_A	90.88	0.86	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900637705.1, s__Fusobacterium_A varium, 95.0, 89.15, 0.799; GCF_900683735.1, s__Fusobacterium_A ulcerans_A, 95.0, 88.93, 0.874; GCF_003019675.1, s__Fusobacterium_A ulcerans, 95.0, 87.83, 0.823; GCA_900543175.1, s__Fusobacterium_A sp900543175, 95.4581, 80.29, 0.356; GCA_021531615.1, s__Fusobacterium_A varium_C, 95.4581, 80.09, 0.384; GCA_905200055.1, s__Fusobacterium_A sp900555845, 95.0, 79.94, 0.396; GCA_019012925.1, s__Fusobacterium_A sp019012925, 95.0, 78.79, 0.249; GCF_900450765.1, s__Fusobacterium_A necrogenes, 95.0, 78.79, 0.256; GCF_000158195.2, s__Fusobacterium_A mortiferum, 95.0, 78.66, 0.331; GCF_018205345.1, s__Fusobacterium_A sp018205345, 95.0, 78.39, 0.219; GCA_905193685.1, s__Fusobacterium_A sp900555485, 95.0, 78.36, 0.316; GCA_900764925.1, s__Fusobacterium_A sp900764925, 95.0, 78.35, 0.235; GCF_014337255.1, s__Fusobacterium_A sp900015295, 95.0, 78.27, 0.288; GCA_020024915.1, s__Fusobacterium_A sp020024915, 95.0, 78.13, 0.29; GCF_016900045.1, s__Fusobacterium_A sp900549465, 95.0, 77.73, 0.294; GCA_019410665.1, s__Fusobacterium_A sp019410665, 95.0, 77.47, 0.285	86.57	11	0.99175	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EH_bin.9.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	48.66	11	0.91982	N/A
HA_bin.1.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Arsenophonus;s__Arsenophonus sp000757905	GCF_013460135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Arsenophonus;s__Arsenophonus sp000757905	95.94	0.855	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Arsenophonus;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_013460135.1, s__Arsenophonus sp000757905, 95.0, 95.94, 0.855; GCF_900343025.1, s__Arsenophonus sp900343025, 95.0, 95.34, 0.912; GCF_902713415.1, s__Arsenophonus sp902713415, 95.0, 94.55, 0.778; GCF_001640365.1, s__Arsenophonus triatominarum, 95.0, 94.39, 0.69; GCF_020268605.1, s__Arsenophonus apicola, 95.0, 89.73, 0.929; GCF_000429565.1, s__Arsenophonus nasoniae, 95.0, 89.54, 0.936	88.44	11	N/A	N/A
HA_bin.10.fa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.71	11	0.91282	N/A
HA_bin.11.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__	ANI	classification based on placement in class-level tree	GCF_000227765.1, s__Neisseria wadsworthii, 95.0, 77.79, 0.159; GCF_022870885.1, s__Neisseria dumasiana, 95.0, 77.52, 0.251; GCF_900638685.1, s__Neisseria weaveri, 95.0, 77.42, 0.207; GCF_001308015.1, s__Neisseria sp001308015, 95.0, 77.35, 0.172; GCF_900637855.1, s__Neisseria animaloris, 95.0, 77.25, 0.242; GCF_900636765.1, s__Neisseria canis, 95.0, 77.07, 0.174; GCF_000193735.1, s__Neisseria sicca_E, 95.0, 77.03, 0.097; GCF_900187305.1, s__Neisseria zoodegmatis, 95.0, 76.88, 0.236; GCF_022749495.1, s__Neisseria macacae, 96.5642, 76.85, 0.097; GCA_001809325.1, s__Neisseria sp001809325, 95.406, 76.85, 0.119; GCF_024580525.1, s__Neisseria dentiae_A, 95.0, 76.83, 0.205; GCF_003044565.1, s__Neisseria sicca_A, 95.0, 76.79, 0.105; GCF_003044445.1, s__Neisseria mucosa_A, 95.2415, 76.78, 0.11; GCA_000227275.1, s__Neisseria sp000227275, 96.3387, 76.69, 0.11; GCA_000952795.1, s__Neisseria sp000952795, 96.4916, 76.69, 0.092; GCF_014055005.1, s__Neisseria dentiae, 95.0, 76.68, 0.168; GCF_017753665.1, s__Neisseria flava, 95.2415, 76.68, 0.108; GCF_022749515.1, s__Neisseria cerebrosa, 96.4336, 76.67, 0.098; GCA_003028315.1, s__Neisseria mucosa, 96.4916, 76.66, 0.104; GCA_001815675.1, s__Neisseria sp001815675, 96.3583, 76.65, 0.107; GCF_003044425.1, s__Neisseria sicca_C, 95.8064, 76.63, 0.113; GCF_014054945.1, s__Neisseria sicca, 96.5569, 76.62, 0.11; GCF_008807015.1, s__Neisseria zalophi, 95.0, 76.62, 0.22; GCF_900638555.1, s__Neisseria meningitidis, 95.0389, 76.52, 0.107; GCF_003315235.1, s__Neisseria gonorrhoeae, 95.0389, 76.5, 0.097; GCA_916438535.1, s__Neisseria sp916438535, 96.3852, 76.49, 0.086; GCF_014297595.1, s__Neisseria musculi, 95.0, 76.44, 0.235; GCF_000260655.1, s__Neisseria sicca_B, 96.5642, 76.43, 0.097; GCA_001067655.1, s__Neisseria lactamica_B, 95.406, 76.42, 0.116; GCA_927911515.1, s__Neisseria sp927911515, 95.0, 76.4, 0.085; GCF_900475315.1, s__Neisseria cinerea, 95.0, 76.4, 0.136; GCA_943181435.1, s__Neisseria sp943181435, 95.0, 76.4, 0.12; GCF_900636515.1, s__Neisseria animalis, 95.0, 76.4, 0.131; GCF_901482445.1, s__Neisseria lactamica, 95.0, 76.39, 0.11; GCA_024205705.1, s__Neisseria subflava_D, 95.4941, 76.39, 0.166; GCF_022870905.1, s__Neisseria arctica, 95.0, 76.37, 0.184; GCF_022870865.1, s__Neisseria testudinis, 95.0, 76.36, 0.22; GCF_024834045.1, s__Neisseria sp024834045, 95.0, 76.36, 0.208; GCF_002327085.1, s__Neisseria weixii, 95.0, 76.33, 0.155; GCA_000176735.1, s__Neisseria polysaccharea, 95.0, 76.27, 0.111; GCF_021728675.1, s__Neisseria sp021728675, 95.0, 76.25, 0.157; GCA_003044645.1, s__Neisseria subflava_B, 95.668, 76.24, 0.166; GCA_001618085.1, s__Neisseria flavescens_C, 95.4943, 76.24, 0.162; GCA_003044455.1, s__Neisseria bergeri, 95.0, 76.23, 0.111; GCF_005221305.1, s__Neisseria subflava, 95.3277, 76.23, 0.172; GCF_001592185.1, s__Neisseria denitrificans, 95.0, 76.19, 0.142; GCA_001618065.1, s__Neisseria flavescens_A, 95.6387, 76.18, 0.168; GCF_014898075.1, s__Neisseria sp011038745, 95.0, 76.17, 0.183; GCF_004341385.1, s__Neisseria suis, 95.0, 76.16, 0.178; GCA_002847985.1, s__Neisseria perflava_A, 95.5758, 76.16, 0.165; GCA_019334725.1, s__Neisseria subflava_A, 95.2941, 76.15, 0.176; GCF_009671065.1, s__Neisseria brasiliensis, 95.0, 76.14, 0.177; GCF_013267835.1, s__Neisseria sp000186165, 95.0169, 76.13, 0.169; GCF_900113545.1, s__Neisseria elongata, 95.0, 76.12, 0.155; GCF_023472875.1, s__Neisseria perflava, 95.668, 76.11, 0.168; GCA_000193795.2, s__Neisseria lactamica_A, 95.0, 76.1, 0.116; GCF_024170405.1, s__Neisseria perflava_B, 95.0, 76.1, 0.174; GCA_923184405.1, s__Neisseria meningitidis_C, 95.0, 76.1, 0.075; GCF_005221285.1, s__Neisseria flavescens, 95.0, 76.1, 0.163; GCF_005886145.1, s__Neisseria sp000090875, 95.0, 76.09, 0.153; GCA_024205745.1, s__Neisseria flavescens_B, 95.3277, 76.08, 0.172; GCF_003013245.1, s__Neisseria iguanae, 95.0, 76.02, 0.147; GCF_002216145.1, s__Neisseria chenwenguii, 95.0, 76.02, 0.166; GCF_014055025.1, s__Neisseria bacilliformis, 95.0, 75.91, 0.107; GCF_900451175.1, s__Neisseria potus, 95.0, 75.9, 0.135; GCA_915066515.1, s__Neisseria sp915066515, 96.4106, 75.74, 0.044; GCF_002237445.1, s__Neisseria sp002237445, 95.0, 75.69, 0.128	98.95	11	0.96526	N/A
